site,family,genus,latin_name,species_code,life_form,warning
gutianshan,Lauraceae,Lindera,Lindera reflexa,LINREF,Shrub,
gutianshan,Lauraceae,Litsea,Litsea coreana var. sinensis,LITCOR,"Shrub, treelet",
gutianshan,Lauraceae,Litsea,Litsea cubeba,LITCUB,"Shrub, treelet",
gutianshan,Lauraceae,Litsea,Litsea elongata,LITELO,"Shrub, treelet",
gutianshan,Lauraceae,Machilus,Machilus grijsii,MACGRI,Tree,
gutianshan,Lauraceae,Machilus,Machilus leptophylla,MACLEP,Tree,
gutianshan,Lauraceae,Machilus,Machilus pauhoi,MACPAU,Tree,
gutianshan,Lauraceae,Machilus,Machilus thunbergii,MACTHU,Tree,
gutianshan,Lauraceae,Neolitsea,Neolitsea aurata var. chekiangensis,NEOAUR,Tree,
gutianshan,Lauraceae,Sassafras,Sassafras tzumu,SASTZU,Tree,
gutianshan,Saxifragaceae,Hydrangea,Hydrangea chinensis,HYDCHI,Shrub,
gutianshan,Saxifragaceae,Itea,Itea omeiensis,ITEOME,"Shrub, treelet",
gutianshan,Pittosporaceae,Pittosporum,Pittosporum illicioides,PITILL,Shrub,
gutianshan,Hamamelidaceae,Corylopsis,Corylopsis glandulifera var. hypoglauca,CORGLA,Shrub,
gutianshan,Hamamelidaceae,Distylium,Distylium myricoides,DISMYR,"Shrub, treelet",
gutianshan,Hamamelidaceae,Liquidambar,Liquidambar formosana,LIQFOR,Tree,
gutianshan,Hamamelidaceae,Loropetalum,Loropetalum chinense,LORCHI,"Shrub, treelet",
gutianshan,Rosaceae,Malus,Malus leiocalyca,MALLEI,"Shrub, treelet",
gutianshan,Rosaceae,Photinia,Photinia beauverdiana,PHOBEA,"Shrub, treelet",
gutianshan,Rosaceae,Photinia,Photinia glabra,PHOGLA,"Shrub, treelet",
gutianshan,Rosaceae,Photinia,Photinia parvifolia,PHOPAR,"Shrub, treelet",
gutianshan,Rosaceae,Photinia,Photinia serrulata,PHOSER,"Shrub, treelet",
gutianshan,Rosaceae,Cerasus,Cerasus schneideriana,CERSCH,Tree,
gutianshan,Rosaceae,Laurocerasus,Laurocerasus spinulosa,LAUSPI,Tree,
gutianshan,Rosaceae,Rhaphiolepis,Rhaphiolepis indica,RHAIND,Shrub,
gutianshan,Rosaceae,Rubus,Rubus chingii,RUBCHI,Shrub,
gutianshan,Rosaceae,Sorbus,Sorbus folgneri,SORFOL,Tree,
gutianshan,Leguminosae,Albizia,Albizia kalkora,ALBKAL,Tree,
gutianshan,Rutaceae,Dalbergia,Dalbergia hupeana,DALHUP,Tree,
gutianshan,Rutaceae,Lespedeza,Lespedeza formosa,LESFOR,Shrub,
gutianshan,Rutaceae,Evodia,Evodia fargesii,EVOFAR,Tree,
gutianshan,Rutaceae,Zanthoxylum,Zanthoxylum austrosinense,ZANAUS,"Shrub, treelet",
gutianshan,Simaroubaceae,Picrasma,Picrasma quassioides,PICQUA,Tree,
gutianshan,Euphorbiaceae,Antidesma,Antidesma japonicum,ANTJAP,"Shrub, treelet",
gutianshan,Euphorbiaceae,Glochidion,Glochidion puberum,GLOPUB,Shrub,
gutianshan,Euphorbiaceae,Phyllanthus,Phyllanthus glaucus,PHYGLA,Shrub,
gutianshan,Euphorbiaceae,Sapium,Sapium japonicum,SAPJAP,Shrub,
gutianshan,Euphorbiaceae,Vernicia,Vernicia montana,VERMON,Tree,
gutianshan,Daphniphyllaceae,Daphniphyllum,Daphniphyllum oldhamii,DAPOLD,"Tree, shrub",
gutianshan,Anacardiaceae,Choerospondias,Choerospondias axillaris,CHOAXI,Tree,
gutianshan,Anacardiaceae,Rhus,Rhus hypoleuca,RHUHYP,"Shrub, treelet",
gutianshan,Anacardiaceae,Toxicodendron,Toxicodendron succedaneum,TOXSUC,"Tree, shrub",
gutianshan,Aquifoliaceae,Ilex,Ilex elmerrilliana,ILEELM,"Shrub, treelet",
gutianshan,Aquifoliaceae,Ilex,Ilex ficoidea,ILEFIC,"Shrub, treelet",
gutianshan,Aquifoliaceae,Ilex,Ilex latifolia,ILELAT,Tree,
gutianshan,Aquifoliaceae,Ilex,Ilex litseaefolia,ILELIT,Shrub,
gutianshan,Aquifoliaceae,Ilex,Ilex micrococca,ILEMIC,Tree,
gutianshan,Aquifoliaceae,Ilex,Ilex pubescens,ILEPUB,"Shrub, treelet",
gutianshan,Aquifoliaceae,Ilex,Ilex chinensis,ILECHI,Tree,
gutianshan,Aquifoliaceae,Ilex,Ilex rotunda,ILEROT,"Shrub, treelet",
gutianshan,Aquifoliaceae,Ilex,Ilex suaveolens,ILESUA,Tree,
gutianshan,Aquifoliaceae,Ilex,Ilex wilsonii,ILEWIL,"Shrub, treelet",
gutianshan,Celastraceae,Euonymus,Euonymus nitidus,EUONIT,Shrub,
gutianshan,Celastraceae,Euonymus,Euonymus myrianthus,EUOMYR,Shrub,
gutianshan,Celastraceae,Euonymus,Euonymus carnosus,EUOCAR,Shrub,
gutianshan,Staphyleaceae,Euscaphis,Euscaphis japonica,EUSJAP,"Shrub, treelet",
gutianshan,Aceraceae,Acer,Acer cordatum,ACECOR,Tree,
gutianshan,Aceraceae,Acer,Acer elegantulum,ACEELE,Tree,
gutianshan,Aceraceae,Acer,Acer wilsonii,ACEWIL,Tree,
gutianshan,Sabiaceae,Meliosma,Meliosma flexuosa,MELFLE,Tree,
gutianshan,Sabiaceae,Meliosma,Meliosma oldhamii,MELOLD,Tree,
gutianshan,Rhamnaceae,Hovenia,Hovenia trichocarpa var. robusta,HOVTRI,Tree,
gutianshan,Rhamnaceae,Rhamnus,Rhamnus crenata,RHACRE,Shrub,
gutianshan,Elaeocarpaceae,Elaeocarpus,Elaeocarpus chinensis,ELACHI,Shrub,
gutianshan,Elaeocarpaceae,Elaeocarpus,Elaeocarpus decipiens,ELADEC,Shrub,
gutianshan,Elaeocarpaceae,Elaeocarpus,Elaeocarpus japonicus,ELAJAP,Shrub,
gutianshan,Elaeocarpaceae,Sloanea,Sloanea sinensis,SLOSIN,Tree,
gutianshan,Tiliaceae,Tilia,Tilia endochrysea,TILEND,Tree,Accepted family is Malvaceae
gutianshan,Sterculiaceae,Reevesia,Reevesia pycnantha,REEPYC,Tree,
gutianshan,Theaceae,Adinandra,Adinandra millettii,ADIMIL,"Shrub, treelet",
gutianshan,Theaceae,Camellia,Camellia chekiangoleosa,CAMCHE,Shrub,
gutianshan,Theaceae,Camellia,Camellia fraterna,CAMFRA,Shrub,
gutianshan,Theaceae,Camellia,Camellia cuspidata,CAMCUS,Shrub,
gutianshan,Theaceae,Cleyera,Cleyera japonica,CLEJAP,"Shrub, treelet",
gutianshan,Theaceae,Eurya,Eurya loquaiana,EURLOQ,"Shrub, treelet",
gutianshan,Theaceae,Eurya,Eurya muricata,EURMUR,"Shrub, treelet",
gutianshan,Theaceae,Eurya,Eurya rubiginosa var. attenuata,EURRUB,"Shrub, treelet",
gutianshan,Theaceae,Schima,Schima superba,SCHSUP,Tree,
gutianshan,Theaceae,Ternstroemia,Ternstroemia gymnanthera,TERGYM,Shrub,
gutianshan,Theaceae,Pyrenaria,Pyrenaria microcarpa,PYRMIC,"Shrub, treelet",
gutianshan,Flacourtiaceae,Idesia,Idesia polycarpa,IDEPOL,Tree,
gutianshan,Flacourtiaceae,Xylosma,Xylosma congesta,XYLCON,"Shrub, treelet",
gutianshan,Thymelaeaceae,Wikstroemia,Wikstroemia monnula,WIKMON,Shrub,
gutianshan,Nyssaceae,Nyssa,Nyssa sinensis,NYSSIN,Tree,
gutianshan,Alangiaceae,Alangium,Alangium kurzii,ALAKUR,"Tree, shrub",
gutianshan,Myrtaceae,Syzygium,Syzygium buxifolium,SYZBUX,"Shrub, treelet",
gutianshan,Araliaceae,Aralia,Aralia chinensis,ARACHI,"Shrub, treelet",
gutianshan,Araliaceae,Dendropanax,Dendropanax dentiger,DENDEN,"Shrub, treelet",
gutianshan,Cornaceae,Dendrobenthamia,Dendrobenthamia japonica var. chinensis,DENJAP,Tree,
gutianshan,Ericaceae,Lyonia,Lyonia ovalifolia var. hebecarpa,LYOOVA,"Shrub, treelet",
gutianshan,Ericaceae,Pieris,Pieris formosa,PIEFOR,"Shrub, treelet",
gutianshan,Ericaceae,Pieris,Pieris japonica,PIEJAP,"Shrub, treelet",
gutianshan,Ericaceae,Rhododendron,Rhododendron latoucheae,RHOLAT,"Shrub, treelet",
gutianshan,Ericaceae,Rhododendron,Rhododendron mariesii,RHOMAR,"Shrub, treelet",
gutianshan,Ericaceae,Rhododendron,Rhododendron ovatum,RHOOVA,"Shrub, treelet",
gutianshan,Ericaceae,Rhododendron,Rhododendron simsii,RHOSIM,"Shrub, treelet",
gutianshan,Ericaceae,Vaccinium,Vaccinium bracteatum,VACBRA,"Shrub, treelet",
gutianshan,Ericaceae,Vaccinium,Vaccinium carlesii,VACCAR,"Shrub, treelet",
gutianshan,Ericaceae,Vaccinium,Vaccinium mandarinorum,VACMAN,"Shrub, treelet",
gutianshan,Myrsinaceae,Ardisia,Ardisia crenata,ARDCRE,Shrub,
gutianshan,Ebenaceae,Diospyros,Diospyros glaucifolia,DIOGLA,"Shrub, treelet",
gutianshan,Ebenaceae,Diospyros,Diospyros morrisiana,DIOMOR,"Shrub, treelet",
gutianshan,Symplocaceae,Symplocos,Symplocos anomala,SYMANO,"Shrub, treelet",
gutianshan,Symplocaceae,Symplocos,Symplocos sumuntia,SYMSUM,"Shrub, treelet",
gutianshan,Symplocaceae,Symplocos,Symplocos paniculata,SYMPAN,"Shrub, treelet",
gutianshan,Symplocaceae,Symplocos,Symplocos setchuensis,SYMSET,"Shrub, treelet",
gutianshan,Symplocaceae,Symplocos,Symplocos stellaris,SYMSTE,"Shrub, treelet",
gutianshan,Styracaceae,Alniphyllum,Alniphyllum fortunei,ALNFOR,Tree,
gutianshan,Styracaceae,Styrax,Styrax dasyanthus,STYDAS,Tree,
gutianshan,Styracaceae,Styrax,Styrax suberifolius,STYSUB,Tree,
gutianshan,Styracaceae,Styrax,Styrax odoratissimus,STYODO,Tree,
gutianshan,Oleaceae,Fraxinus,Fraxinus szaboana,FRASZA,Tree,
gutianshan,Oleaceae,Osmanthus,Osmanthus cooperi,OSMCOO,"Shrub, treelet",
gutianshan,Boraginaceae,Ehretia,Ehretia acuminata,EHRACU,Tree,
gutianshan,Verbenaceae,Callicarpa,Callicarpa bodinieri,CALBOD,Shrub,
gutianshan,Verbenaceae,Callicarpa,Callicarpa giraldii,CALGIR,Shrub,
gutianshan,Verbenaceae,Callicarpa,Callicarpa rubella,CALRUB,Shrub,
gutianshan,Verbenaceae,Clerodendrum,Clerodendrum cyrtophyllum,CLECYR,"Shrub, treelet",
gutianshan,Verbenaceae,Clerodendrum,Clerodendrum trichotomum,CLETRI,"Shrub, treelet",
gutianshan,Verbenaceae,Premna,Premna microphylla,PREMIC,Shrub,
gutianshan,Rubiaceae,Gardenia,Gardenia jasminoides,GARJAS,Shrub,
gutianshan,Rubiaceae,Lasianthus,Lasianthus japonicus,LASJAP,Shrub,
gutianshan,Rubiaceae,Pertusadina,Pertusadina hainanensis,PERHAI,Tree,
gutianshan,Rubiaceae,Aidia,Aidia cochinchinensis,AIDCOC,Shrub,
gutianshan,Rubiaceae,Sinoadina,Sinoadina racemosa,SINRAC,Tree,
gutianshan,Rubiaceae,Tarenna,Tarenna mollissima,TARMOL,"Shrub, treelet",
gutianshan,Rubiaceae,Diplospora,Diplospora dubia,DIPDUB,"Shrub, treelet",
gutianshan,Caprifoliaceae,Viburnum,Viburnum erosum,VIBERO,Shrub,
gutianshan,Caprifoliaceae,Viburnum,Viburnum sempervirens var. trichophorum,VIBSEM,Shrub,
gutianshan,Caprifoliaceae,Viburnum,Viburnum setigerum,VIBSET,Shrub,
gutianshan,Caprifoliaceae,Weigela,Weigela japonica var. sinica,WEIJAP,Shrub,
heishiding,Aceraceae,Acer,Acer tutcheri,,Tree,
heishiding,Rubiaceae,Adina,Adina pilulifera ,,"Shrub, treelet",
heishiding,Theaceae,Adinandra,Adinandra millettii,,Tree,
heishiding,Alangiaceae,Alangium,Alangium chinense,,"Shrub, treelet",
heishiding,Styracaceae,Alniphyllum,Alniphyllum fortunei,,Tree,
heishiding,Hamamelidaceae,Altingia,Altingia chinensis,,Tree,
heishiding,Euphorbiaceae,Antidesma,Antidesma montanum ,,"Tree, shrub",
heishiding,Myrsinaceae,Ardisia,Ardisia elegans,,Shrub,
heishiding,Myrsinaceae,Ardisia,Ardisia punctata,,Shrub,
heishiding,Myrsinaceae,Ardisia,Ardisia quinquegona,,Shrub,
heishiding,Moraceae,Artocarpus,Artocarpus hypargyreus,,Tree,
heishiding,Moraceae,Artocarpus,Artocarpus styracifolius,,Tree,
heishiding,Myrtaceae,Baeckea,Baeckea frutescens,,Shrub,
heishiding,Lauraceae,Beilschmiedia,Beilschmiedia fordii,,Tree,
heishiding,Lauraceae,Beilschmiedia,Beilschmiedia tsangii,,Tree,
heishiding,Betulaceae,Betula,Betula luminifera,,Tree,
heishiding,Melastomataceae,Blastus,Blastus cochinchinensis,,Shrub,
heishiding,Bretschneideraceae,Bretschneidera,Bretschneidera sinensis,,Shrub,
heishiding,Euphorbiaceae,Breynia,Breynia fruticosa,,Shrub,
heishiding,Euphorbiaceae,Bridelia,Bridelia monoica,,Tree,
heishiding,Verbenaceae,Callicarpa,Callicarpa kochiana,,Shrub,
heishiding,Verbenaceae,Callicarpa,Callicarpa macrophylla,,Shrub,
heishiding,Verbenaceae,Premna,Premna microphylla,,Shrub,
heishiding,Guttiferae,Calophyllum,Calophyllum spectabile,,Treelet,
heishiding,Theaceae,Camellia,Camellia caudata,,Shrub,
heishiding,Theaceae,Camellia,Camellia cordifolia,,Shrub,
heishiding,Theaceae,Camellia,Camellia oleifera,,Shrub,
heishiding,Theaceae,Camellia,Camellia semiserrata,,Shrub,
heishiding,Theaceae,Camellia,Camellia sinensis,,Shrub,
heishiding,Burseraceae,Canarium,Canarium album,,Tree,
heishiding,Rhizophoraceae,Carallia,Carallia brachiata,,Tree,
heishiding,Rhizophoraceae,Carallia,Carallia longipes,,Tree,
heishiding,Samydaceae,Casearia,Casearia villilimba,,"Shrub, treelet",
heishiding,Fagaceae,Castanopsis,Castanopsis carlesii,,Tree,
heishiding,Fagaceae,Castanea,Castanea henryi,,Tree,
heishiding,Fagaceae,Castanopsis,Castanopsis fabri,,Tree,
heishiding,Fagaceae,Castanopsis,Castanopsis fissa,,Tree,
heishiding,Fagaceae,Castanopsis,Castanopsis fordii,,Tree,
heishiding,Fagaceae,Castanopsis,Castanopsis eyrei,,Tree,
heishiding,Fagaceae,Castanopsis,Castanopsis nigrescens,,Tree,
heishiding,Anacardiaceae,Ziziphus,Ziziphus jujube,,Tree,
heishiding,Lauraceae,Cinnamomum,Cinnamomum appelianum,,Treelet,
heishiding,Lauraceae,Cinnamomum,Cinnamomum austrosinense,,Tree,
heishiding,Lauraceae,Cinnamomum,Cinnamomum pauciflorum,,Tree,
heishiding,Lauraceae,Cinnamomum,Cinnamomum parthenoxylon,,Tree,
heishiding,Verbenaceae,Clerodendrum,Clerodendrum fortunatum,,Shrub,
heishiding,Theaceae,Cleyera,Cleyera obscurinervia,,Tree,
heishiding,Hamamelidaceae,Corylopsis,Corylopsis sinensis,,Shrub,
heishiding,Ericaceae,Craibiodendron,Craibiodendron scleranthum,,Tree,
heishiding,Euphorbiaceae,Croton,Croton lachynocarpus,,Tree,
heishiding,Lauraceae,Cryptocarya,Cryptocarya concinna,,Tree,
heishiding,Fagaceae,Quercus,Quercus bambusaefolia,,Tree,
heishiding,Fagaceae,Cyclobalanopsis,Cyclobalanopsis chungii,,Tree,
heishiding,Fagaceae,Quercus,Quercus fleuryi,,Tree,
heishiding,Fagaceae,Cyclobalanopsis,Cyclobalanopsis hui,,Tree,
heishiding,Daphniphyllaceae,Daphniphyllum,Daphniphyllum oldhami,,Tree,
heishiding,Cornaceae,Dendrobenthemia,Dendrobenthemia japonica,,Tree,
heishiding,Araliaceae,Dendropanax,Dendropanax dentiger,,"Shrub, treelet",
heishiding,Saxifragaceae,Dichroa,Dichroa feberifuga,,Shrub,
heishiding,Ebenaceae,Diospyros,Diospyros morrisiana,,"Shrub, treelet",
heishiding,Ebenaceae,Diospyros,Diospyros strigosa,,"Shrub, treelet",
heishiding,Rubiaceae,Diplospora,Diplospora dubia,,"Shrub, treelet",
heishiding,Hamamelidaceae,Distylium,Distylium racemosum,,Tree,
heishiding,Elaeocarpaceae,Elaeocarpus,Elaeocarpus chinensis,,Tree,
heishiding,Elaeocarpaceae,Elaeocarpus,Elaeocarpus decipiens,,Tree,
heishiding,Juglandaceae,Engelhardia,Engelhardia fenzelii,,Tree,
heishiding,Juglandaceae,Engelhardia,Engelhardia roxburghiana,,Tree,
heishiding,Ericaceae,Enkianthus,Enkianthus serrulatus,,"Shrub, treelet",
heishiding,Rosaceae,Eriobotrya,Eriobotrya fragrans,,Treelet,
heishiding,Celastraceae,Euonymus,Euonymus kwangtungensis,,Shrub,
heishiding,Celastraceae,Euonymus,Euonymus laxiflorus,,Shrub,
heishiding,Theaceae,Eurya,Eurya acuminatissima,,"Shrub, treelet",
heishiding,Theaceae,Eurya,Eurya auriformis,,Shrub,
heishiding,Theaceae,Eurya,Eurya hebeclados,,"Shrub, treelet",
heishiding,Theaceae,Eurya,Eurya japonica,,Shrub,
heishiding,Theaceae,Eurya,Eurya nitida,,"Shrub, treelet",
heishiding,Staphyleaceae,Euscaphis,Euscaphis japonica ,,"Shrub, treelet",
heishiding,Rutaceae,Tetradium,Tetradium glabrifolium,,Tree,
heishiding,Rutaceae,Evodia,Evodia lepta,,Treelet,
heishiding,Hamamelidaceae,Exbucklandia,Exbucklandia tonkinensis,,Tree,
heishiding,Moraceae,Ficus,Ficus hirta,,Tree,
heishiding,Moraceae,Ficus,Ficus hispida,,Tree,
heishiding,Moraceae,Ficus,Ficus variolosa,,Tree,
heishiding,Moraceae,Ficus,Ficus virens,,Tree,
heishiding,Rutaceae,Fortunella,Fortunella hindsii,,Treelet,
heishiding,Guttiferae,Garcinia,Garcinia multiflora,,Tree,
heishiding,Rubiaceae,Gardenia,Gardenia jasminoides,,Shrub,
heishiding,Euphorbiaceae,Glochidion,Glochidion eriocarpum,,"Shrub, treelet",
heishiding,Euphorbiaceae,Glochidion,Glochidion wrightii,,"Shrub, treelet",
heishiding,Theaceae,Hartia,Hartia villosa,,"Shrub, treelet",
heishiding,Proteaceae,Helicia,Helicia cochinchinensis,,Tree,
heishiding,Proteaceae,Helicia,Helicia kwangtungensis,,Tree,
heishiding,Proteaceae,Helicia,Helicia reticulata,,Tree,
heishiding,Araliaceae,Heteropanaxfragrans,Heteropanax fragrans,,Tree,
heishiding,Araliaceae,Heteropanaxfragrans,Heteropanax brevipedicellatus,,Tree,
heishiding,Samydaceae,Homalium,Homalium cochinchinense,,"Shrub, treelet",
heishiding,Styracaceae,Huodendron,Huodendron biaristatum,,"Shrub, treelet",
heishiding,Aquifoliaceae,Ilex,Ilex chapaensis,,Tree,
heishiding,Aquifoliaceae,Ilex,Ilex dasyphylla,,"Shrub, treelet",
heishiding,Aquifoliaceae,Ilex,Ilex memecylifolia,,Tree,
heishiding,Aquifoliaceae,Ilex,Ilex pubilimba,,Tree,
heishiding,Aquifoliaceae,Ilex,Ilex rotunda,,"Shrub, treelet",
heishiding,Aquifoliaceae,Ilex,Ilex subficoides,,"Shrub, treelet",
heishiding,Aquifoliaceae,Ilex,Ilex triflora,,"Shrub, treelet",
heishiding,Illiciaceae,Illicium,Illicium dunnianum,,Shrub,
heishiding,Escalloniaceae,Itea,Itea chinensis,,"Shrub, treelet",
heishiding,Ixonanthaceae,Ixonanthes,Ixonanthes reticulata,,Tree,
heishiding,Rubiaceae,Lasianthus,Lasianthus chinensis,,Shrub,
heishiding,Rosaceae,Laurocerasus,Laurocerasus phaeosticta,,"Shrub, treelet",
heishiding,Lauraceae,Lindera,Lindera chunii,,"Shrub, treelet",
heishiding,Lauraceae,Lindera,Lindera metcalfiana,,Tree,
heishiding,Fagaceae,Lithocarpus,Lithocarpus litseifolius,,Tree,
heishiding,Fagaceae,Lithocarpus,Lithocarpus haipinii,,Tree,
heishiding,Fagaceae,Quercus,Quercus litseifolius,,Tree,
heishiding,Fagaceae,Lithocarpus,Lithocarpus lohangwu,,Tree,
heishiding,Fagaceae,Lithocarpus,Lithocarpus uvariifolius,,Tree,
heishiding,Lauraceae,Litsea,Litsea acutivena,,Tree,
heishiding,Lauraceae,Litsea,Litsea elongata,,Tree,
heishiding,Lauraceae,Litsea,Litsea greenmaniana,,Tree,
heishiding,Lauraceae,Litsea,Litsea lancilimba,,Tree,
heishiding,Lauraceae,Litsea,Litsea rotundifolia var. oblongifolia,,Tree,
heishiding,Hamamelidaceae,Loropetalum,Loropetalum chinense,,"Shrub, treelet",
heishiding,Euphorbiaceae,Macaranga,Macaranga sampsonii,,"Shrub, treelet",
heishiding,Lauraceae,Machilus,Machilus breviflora,,Tree,
heishiding,Lauraceae,Machilus,Machilus chinensis,,Tree,
heishiding,Lauraceae,Machilus,Machilus litseifolia,,Tree,
heishiding,Lauraceae,Machilus,Machilus velutina,,Tree,
heishiding,Sapotaceae,Madhuca,Madhuca hainanensis,,Tree,
heishiding,Myrsinaceae,Maesa,Maesa salicifolia,,Shrub,
heishiding,Magnoliaceae,Manglietia,Manglietia fordiana,,Tree,
heishiding,Magnoliaceae,Manglietia,Manglietia kwangtungensis,,Tree,
heishiding,Melastomataceae,Melastoma,Melastoma malabathricum,,Shrub,
heishiding,Sabiaceae,Meliosma,Meliosma fordii,,Tree,
heishiding,Sabiaceae,Meliosma,Meliosma rigida var. pannosa,,Tree,
heishiding,Sabiaceae,Meliosma,Meliosma squamulata,,Tree,
heishiding,Magnoliaceae,Michelia,Michelia foveolata,,Tree,
heishiding,Magnoliaceae,Michelia,Michelia skinneriana,,Tree,
heishiding,Celastraceae,Microtropis,Microtropis gracilipes,,Shrub,
heishiding,Myricaceae,Myrica,Myrica rubra,,Tree,
heishiding,Hamamelidaceae,Mytilaria,Mytilaria laosensis,,Tree,
heishiding,Lauraceae,Neolitsea,Neolitsea aurata,,Tree,
heishiding,Lauraceae,Neolitsea,Neolitsea chuii,,Tree,
heishiding,Lauraceae,Neolitsea,Neolitsea phanerophlebia,,Tree,
heishiding,Oleaceae,Olea,Olea dioica,,Tree,
heishiding,Leguminosae,Ormosia,Ormosia fordiana,,Tree,
heishiding,Leguminosae,Ormosia,Ormosia glaberrima,,Tree,
heishiding,Leguminosae,Ormosia,Ormosia pachycarpa,,Tree,
heishiding,Pentaphylacaceae,Pentaphylax,Pentaphylax euryoides,,Tree,
heishiding,Rosaceae,Photinia,Photinia prunifolia,,Tree,
heishiding,Pinaceae,Pinus,Pinus massoniana,,Tree,
heishiding,Leguminosae,Pithecellobium,Pithecellobium clypearia,,Tree,
heishiding,Leguminosae,Pithecellobium,Pithecellobium lucidum,,Tree,
heishiding,Pittosporaceae,Pittosporum,Pittosporum glabratum,,Shrub,
heishiding,Annonaceae,Polyalthia,Polyalthia plagioneura,,Tree,
heishiding,Rubiaceae,Psychotria,Psychotria rubra,,"Shrub, treelet",
heishiding,Sterculiaceae,Pterospermum,Pterospermum heterophyllum,,Tree,
heishiding,Rubiaceae,Aidia,Aidia canthioides,,"Shrub, treelet",
heishiding,Myrsinaceae,Rapanea,Rapanea neriifolia,,"Shrub, treelet",
heishiding,Sterculiaceae,Reevesia,Reevesia pubescens,,Tree,
heishiding,Styracaceae,Rehderodendron,Rehderodendron macrocarpum,,Tree,
heishiding,Ericaceae,Rhododendron,Rhododendron simsii,,"Shrub, treelet",
heishiding,Myrtaceae,Rhodomyrtus,Rhodomyrtus tomentosa,,"Shrub, treelet",
heishiding,Euphorbiaceae,Sapium,Sapium discolor,,Shrub,
heishiding,Saurauiaceae,Saurauia,Saurauia tristyla,,"Shrub, treelet",
heishiding,Araliaceae,Schefflera,Schefflera octophylla,,"Shrub, treelet",
heishiding,Theaceae,Schima,Schima superba,,Tree,
heishiding,Olacaceae,Schoepfia,Schoepfia chinensis,,"Shrub, treelet",
heishiding,Sapotaceae,Sinosideroxylon,Sinosideroxylon wightianum,,Tree,
heishiding,Elaeocarpaceae,Sloanea,Sloanea sinensis,,Tree,
heishiding,Styracaceae,Styrax,Styrax confusa,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos adenophylla,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos anomala,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos caudata,,Tree,
heishiding,symplocaceae,symplocos,symplocos congesta,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos lancifolia,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos laurina,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos pseudobarberina,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos glauca,,Tree,
heishiding,symplocaceae,Symplocos,Symplocos wikstroemiifolia,,Tree,
heishiding,Myrtaceae,Syzygium,Syzygium championii,,"Shrub, treelet",
heishiding,Myrtaceae,Syzygium,Syzygium hancei,,"Shrub, treelet",
heishiding,Myrtaceae,Syzygium,Syzygium acuminatissimum,,Tree,
heishiding,Rubiaceae,Tarenna,Tarenna mollissima,,"Shrub, treelet",
heishiding,Theaceae,Ternstroemia,Ternstroemia gymnanthera,,Tree,
heishiding,Anacardiaceae,Toxicodendron,Toxicodendron verniciflua,,Shrub,
heishiding,Ulmaceae,Trema,Trema tomentosa,,"Tree, shrub",
heishiding,Magnoliaceae,Tsoongiodendron,Tsoongiodendron odorum,,"Shrub, treelet",
heishiding,Staphyleaceae,Turpinia,Turpinia montana,,"Shrub, treelet",
heishiding,Theaceae,Pyrenaria,Pyrenaria spectabilis,,Tree,
heishiding,Caprifoliaceae,Viburnum,Viburnum sempervirens,,Shrub,
heishiding,Verbenaceae,Vitex,Vitex quinata,,Tree,
heishiding,Rubiaceae,Wendlandia,Wendlandia uvariifolia,,"Shrub, treelet",
heishiding,Polygalaceae,Xanthophyllum,Xanthophyllum hainanense,,Tree,
heishiding,Rutaceae,Zanthoxylum,Zanthoxylum avicennae,,Tree,
heishiding,Rutaceae,Zanthoxylum,Zanthoxylum myriacanthum,,Tree,
tiantongshan,Styracaceae,Alniphyllum,Alniphyllum axililiaris,,Tree,
tiantongshan,Fagaceae,Castanea,Castanea seguinii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis carlesii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis fargesii,,Tree,
tiantongshan,Fagaceae,Castanopsis,Castanopsis sclerophylla,,Tree,
tiantongshan,Fagaceae,Cyclobalanopsis,Cyclobalanopsis myrsinaefolia,,Tree,
tiantongshan,Altingiaceae,Liquidambar,Liquidambar formosana,,Tree,
tiantongshan,Fagaceae,Lithocarpus,Lithocarpus glaber,,Tree,
tiantongshan,Lauraceae,Machilus,Machilus thunbergii,,Tree,
tiantongshan,Lauraceae,Sassafras,Sassafras tzumu,,Tree,
tiantongshan,Theaceae,Schima,Schima superba,,Tree,
tiantongshan,Theaceae,Camellia,Camellia fraterna,,"Shrub, treelet",
tiantongshan,Theaceae,Camellia,Camellia oleifera,,"Shrub, treelet",
tiantongshan,Pentaphylacaceae,Eurya,Eurya muricata,,"Shrub, treelet",
tiantongshan,Pentaphylacaceae,Eurya,Eurya rubiginosa var.attenuate,,"Shrub, treelet",
tiantongshan,Lauraceae,Litsea,Litsea cubeba,,"Shrub, treelet",
tiantongshan,Lauraceae,Litsea elongata,Litsea elongata,,"Shrub, treelet",
tiantongshan,Hamamelidaceae,Loropetalum,Loropetalum chinense,,"Shrub, treelet",
tiantongshan,Euphorbiaceae,Mallotus,Mallotus apelta,,"Shrub, treelet",
